;Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Amazonas (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Ancash (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Apurimac (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Arequipa (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Ayacucho (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Cajamarca (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Callao (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Cusco (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Huancavelica (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Huánuco (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Ica (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Junín (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - La Libertad (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Lambayeque (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Lima Metropolitana (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Lima provincias (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Loreto (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Madre de Dios (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Moquegua (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Pasco (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Piura (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Puno (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - San Martín (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Tacna (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Tumbes (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Ucayali (millones de soles);Ingresos tributarios recaudados por SUNAT - tributos internos según departamento - Total (millones de soles)
1/12/2017;3.34236258;39.58078673;6.08703534;549.1773166;10.49795314;27.49209123;395.6081;53.52606022;3.29569332;10.7168125;65.74106407;40.23061342;139.0398213;41.19394309;6491.036052;28.23793206;25.47717738;5.93876252;8.55905231;8.13730376;85.86363984;23.25376014;19.36914071;19.38641206;7.20302325;43.0015;8150.993409
1/01/2018;4.18797237;28.60519465;9.4957185;191.6015803;13.95116234;31.91113817;326.1841722;61.18324845;4.61354691;12.84885292;72.1856007;50.65425255;153.1092801;52.32645555;6838.64495;34.50472799;29.88013797;6.83482106;9.47350732;9.11361788;102.1572016;29.87788515;20.67779247;20.42221743;9.11209418;56.37307111;8179.9302
1/02/2018;3.07098014;39.22190059;6.69546671;166.4690588;10.50170601;25.37640808;251.6284125;50.16307223;3.3590806;10.31845077;55.48676957;37.98985586;145.0809961;48.42468083;5418.99526;27.79976941;24.69536531;6.50839621;7.15832113;7.10322014;98.36718464;25.98127979;17.4443022;16.0543559;6.3788903;39.81278131;6550.085966
1/03/2018;3.53691939;27.91828072;7.0743034;231.5123745;10.74180632;27.03130659;299.1799977;55.67910174;3.0927725;8.779732;72.04868853;42.76082152;135.3513446;46.24968895;6771.729395;31.29958344;34.77192581;7.18281031;8.39562873;7.45828101;106.240078;29.0873505;18.01538417;17.90419731;7.48027294;65.90784284;8076.429888
1/04/2018;3.66530337;38.76137537;8.09487928;746.6736444;11.57806548;29.51971565;450.4058159;233.904209;2.90139189;12.62448604;75.64300586;42.01854886;148.2229414;54.12870389;9133.785415;32.11562955;37.7279916;8.20314363;9.72407927;9.07687867;98.34448052;33.40522468;23.10543762;25.93250932;10.03491113;52.00297166;11331.60076
1/05/2018;3.51156664;27.52605152;8.24498116;223.9403237;10.25652018;26.32440552;276.1166639;56.48918522;3.135237;9.48030986;63.68189002;41.35295687;113.5659169;44.96576044;5735.703771;29.53235094;23.3260987;6.68057176;8.59495252;7.74883898;92.51731451;23.9813803;17.86698686;18.16156026;7.26603392;43.90617559;6923.877804
1/06/2018;2.85824961;28.00334598;6.5503526;160.2385157;9.39903758;24.90227276;304.9868221;43.26551586;2.65893777;8.75824879;58.18719676;37.29638361;115.1744166;40.47514366;5832.936928;26.14099487;22.93989062;5.83273792;8.79656715;7.5951995;96.66096489;22.72123074;15.82449249;17.45884469;5.81790076;49.77808444;6955.258275
1/07/2018;3.56690202;31.05954059;9.8362723;178.0444461;10.31282275;24.599482;286.1113307;71.45140025;3.03998543;10.82227408;49.36764313;40.56056325;111.1094344;45.11301723;5962.705782;26.73136586;24.00422437;6.40436513;8.99423932;8.03701095;99.8966645;25.24192238;17.17928193;18.7501853;6.15190764;54.21812389;7133.310187
1/08/2018;3.57225715;38.34196209;7.73925154;263.0341464;11.78322741;28.45903979;280.0450776;54.540628;3.21310205;11.02189655;61.89500007;42.40111902;120.4869511;48.60042707;5590.135362;28.16633059;22.16649327;6.755326;7.61898177;10.37479601;89.38365316;28.19181617;18.22596934;16.65723074;6.33685637;40.8440636;6839.990965
1/09/2018;3.33030497;25.85806632;8.99606655;243.5698324;12.00565633;27.05187963;288.2448168;49.96861166;2.89298622;11.33450138;67.01726164;41.8382701;119.9694261;44.75361639;5666.609961;28.0039023;23.38962172;7.12837653;7.88642285;8.04115865;83.20090303;24.69840422;19.20968826;16.38050087;5.57639747;45.08546844;6882.042102
1/10/2018;4.05605838;41.547922;9.40943026;194.8467497;10.78563305;30.64372314;314.0364316;54.31166456;3.6285707;11.80345726;54.84729174;45.02145119;132.3887187;42.3148687;5774.202967;27.66068553;22.89620256;6.50082002;8.65727912;8.31556972;92.69322804;24.72439004;20.92867533;17.02064698;6.52297868;48.38099119;7008.146405
1/11/2018;4.4471464;35.06294565;9.37101773;206.9064818;12.41906559;30.588783;289.75408;60.51414732;3.37140631;12.15510571;55.14058736;43.65637282;132.8576266;43.06081093;5904.148318;27.20699981;25.00147209;6.97233498;7.7524544;8.48795413;109.1231567;26.86270406;20.43807088;15.76952798;6.76568988;46.56687339;7144.401134
1/12/2018;3.76956058;42.12379952;9.34771856;430.8750389;13.42600728;30.77119687;317.3490927;56.35363556;4.29259939;11.12708299;66.33115682;44.97799292;134.7598426;49.48659801;6356.115693;33.47309019;25.6500049;5.92742698;10.35450515;8.38481787;117.8318828;28.79857603;21.39723512;16.2359781;7.52403297;46.54033036;7893.224896
1/01/2019;5.07572899;35.75967029;11.27314604;199.9412985;16.04493376;38.42518766;363.212252;63.3259469;4.24017726;13.77329392;71.22257996;50.90699442;158.2943519;57.75179728;7641.521483;32.92861861;26.14932568;7.07288085;16.68008766;10.08663739;107.8320184;30.98480363;21.44203779;19.5079992;10.05903223;53.69244867;9067.204732
1/02/2019;3.49726725;36.65747883;7.02585821;199.6521606;10.82818025;23.75304263;373.7362974;77.76564971;3.32175843;10.11370738;53.45302306;42.36716162;129.2554739;45.7839635;5735.625073;24.63002638;21.12232591;6.12920731;8.60528733;9.21960756;98.73249686;21.82120912;19.375381;17.75494491;7.08114066;37.64985166;7024.957575
1/03/2019;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1/04/2019;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1/05/2019;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1/06/2019;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;
